OBJECTID,GROUP_NAME,GROUP_ID,COMB_DEP_IDs,COMB_NAMES,COMB_DMEA,LONGITUDE,LATITUDE,STATE,COUNTY,COMM_PRIM,COMM_SEC_TER,DEP_TYPE,WORK_TYPE,MODEL,ALTERATION,REFS,PROD_t,PROD_pct_WO3,PROD_WO3_t,PROD_WO3_stu,RESOUR_t,RESOUR_pct_WO3,RESOUR_WO3,RANK,URL
29,Hurley,29,10035144 | 10285295,Hurley,,-119.1384196,36.7272227,California,Fresno,W,W,,,,,"Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035144
30,Indian Gap No 1,30,10304705,Indian Gap No 1,,-118.9905028,36.7549511,California,Fresno,W,,,,,,WFOC MNRL PRPRTY FILE # 74.196,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10304705
31,Indian Springs Claim,31,10035147 | 10212156,Indian Springs Claim,,-118.9813356,36.8704706,California,Fresno,W,W,,,,,"Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035147
32,Jackpot,32,10101399 | 10163938,Jackpot and Adrain Alexander | Jackpot,,-119.353755,36.9827535,California,Fresno,W,,,,,,"Symons and Davis, 1954 | Symons and Davis, 1955 | Lemmon and Tweto, 1962 | Jenkins, 1942a | Krauskopf, 1953 | Logan and others, 1951",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101399
33,Kings River Tungsten Mine,33,10008669 | 10076552 | 10163680,Kings River Tungsten | Kings River Tungsten Mine | Houghton Brothers Mine,,-119.1211234,36.917848,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953 | Logan and others, 1951",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008669
34,Kingsrow,34,10115116,Kingsrow,4028,-119.1459632,36.9023302,California,Fresno,W,,,,,,DMEA Docket 4028,,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115116
35,Lime Ridge Claim,35,10008570 | 10163275 | 10076554,Lime Ridge | Lime Ridge Claim,,-119.0121522,36.8764587,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008570
36,Little Uncle Claim,36,10261155,Little Uncle Claim,,-119.1023031,37.0646656,California,Fresno,W,,,,,,"Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10261155
37,Tehipite Group,37,10159845 | 10115442 | 10035146,Tehipite Group | Unnamed Occurrences | Lockwood Creek,,-118.861127,36.8180093,California,Fresno,"AU, W","W, CR",,,,,"Chesterman, 1942 | Moore and others, 1972 | Logan, 1947 | Krauskopf, 1953 | Logan and others, 1951",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10159845
38,Lodge Pole Tungsten Prospect,38,10236377,Spanish Mtn | Lodge Pole Tungsten Prospect,,-118.89513,36.9215091,California,Fresno,W,,,,,,"USBM, WFOC, MINERAL PROPERTY FILE 0060190363 | Nokleberg and others, 1983",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236377
39,Lone Pine Claim,39,10008668 | 10139431,Lone Pine Claim,,-119.2514051,36.9695155,California,Fresno,W,W,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008668
40,Lone Pine Nos. 1-3 Claims,40,10094242 | 10304474,Lone Pine Nos. 1-3 Claims | Lone Pine Nos 1-3 Claims,,-119.0963364,36.7657829,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094242
41,Lucky Blue Tungsten Mines,41,10231763,Lucky Blue Tungsten Mines,,-119.1701794,37.3134141,California,Fresno,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10231763
42,Marble Contact Claim,42,10115171,Marble Contact Claim,,-119.0099036,36.8605392,California,Fresno,W,,,,,,"WFOC MINERAL PROPERTY FILE NO 0060190420. | USBM MLA OFR 5-82 | Nokleberg and others, 1983",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115171
43,Mud Lake Claims,43,10008566 | 10163676,Mud Lake | Garnet | Mud Lakes No 7,"1559, 2258",-119.0705532,37.1116824,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Jenkins, 1942a | Krauskopf, 1953 | Logan and others, 1951",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008566
44,Obelisk No 1,44,10163715 | 10008571,Obelisk Mine | Obelisk No 1,3659,-118.8633682,36.9019664,California,Fresno,W,,,,,,"Davis and others, 1959 | Lemmon and Tweto, 1962 | Davis and Fischer, 1958 | Lemmon and Tweto, 1962 |Moore and others, 1972 |Nokleberg and others, 1983 ",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10163715
45,Poor Man Claims,45,10139630 | 10035142,Poor Man Claims,,-119.1325994,36.9192997,California,Fresno,W,,,,,,"Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139630
46,Prior Lake Claim,46,10163344 | 10008659,Prior Lake Claim,,-119.1931619,37.29046,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10163344
47,Question Claim,47,10008660,Question and Twin Lakes Claim,,-119.1651671,37.2945868,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008660
48,Quigley,48,10008568 | 10076553 | 10212201,Quigley,,-119.0312406,36.8704644,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953 | Logan and others, 1951",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008568
49,Quigley Kings River,49,10008567 | 10076555,Quigley Kings River | Reziuk Mine | Baziuk,,-119.0137853,36.8774585,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Nokleberg and others, 1983 | Krauskopf, 1953 | Logan and others, 1951",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008567
50,Rabbit's Foot Mine,50,10103219 | 10114908 | 10260983,Rabbit's Foot Mine | Rabbits Foot | Reiss Mine,,-119.2834239,36.9837386,California,Fresno,W,,,,,,"Symons and Davis, 1958 | Krauskopf, 1953 | Logan and others, 1951",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10103219
51,Rainbow Tungsten Mine,51,10284999 | 10139183,Rainbow Tungsten Mine,,-119.0946454,37.1493537,California,Fresno,W,,,,,,"Kistler and Bateman, 1966",,,50.80234544,56,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10284999
52,Ridge Prospect,52,10094241 | 10159829 | 10163361 | 10188418,Ridge Prospect | Toprock Claim | Hilltop Mine,4273,-119.1776418,36.9551132,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094241
53,Rolling Horse,53,10212210,Rolling Horse,,-118.8732025,36.9164389,California,Fresno,W,,,,,,"CA REPT 25,P 311",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212210
54,Scheelite Queen & 3 Claims,54,10187851,Shilight Queen & 3 Claims | Scheelite Queen & 3 Claims,,-118.9207278,36.8065773,California,Fresno,W,,,,,,,,,,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10187851
55,Southerland Claim,55,10212262,Southerland Claim,,-119.0377177,36.8610951,California,Fresno,AU,"AG, W",,,,,"WFOC MINERAL PROPERTY FILE NO 0060190418 | Nokleberg and others, 1983",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212262
56,Spanish Peak Claim,56,10008670,Spanish Peak Claim,,-118.8844122,36.916639,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008670
57,Spence,57,10305204,Spence,,-119.3575411,36.9721573,California,Fresno,W,,,,,,"Logan and others, 1951",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10305204
58,Strawberry # 1-3,58,10188040,Strawberry # 1-3,,-119.157345,37.0453675,California,Fresno,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188040
59,Terrill Prospect,59,10008672 | 10284770,Terrill Prospect,,-119.2909526,36.9052109,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Jenkins, 1942a | Partridge, 1941 | Krauskopf, 1953 | Logan and others, 1951",,,,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008672
60,Three Buddies Claim,60,10139421 | 10008666,Three Buddies Claim | Home Front and Three Buddies,,-119.4148964,37.0044395,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Jenkins, 1942a | Logan and others, 1951 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139421
61,Traweek Mine,61,10008673 | 10212177,Lucky Clover | Traweek Mine,,-119.1732087,36.7627425,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953 | Logan and others, 1951",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008673
62,Twin Lake Occurences,62,10188297,Twin Lake Occurences,,-119.1503682,37.2876447,California,Fresno,W,,,,,,"Krauskopf, 1953 | Chesterman, 1942 | Jenkins, 1942a",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188297
63,Victory Mine (Fresno),63,10008664 | 10163756,Victory | Victory Mine,,-118.9588188,37.0213643,California,Fresno,W,,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",13.970645,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008664
64,We Hope Claims,64,10187790 | 10035148,We Hope | We Hope Claims,,-119.1277961,37.0484951,California,Fresno,W,W,,,,,"Jenkins, 1942a | Logan and others, 1951 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10187790
65,Wet Spot,65,10008569 | 10187702,Wet Spot | Wet Spot Prospect,,-119.0243478,36.8814784,California,Fresno,W,W,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008569
66,Adamson,66,10008550 | 10008552 | 10008553 | 10008555 | 10008715 | 10008551,Adamson | Lambert | Mountain Basin | Lakeview | Tungstar | Brownstone,"4768, 0861",-118.7160001,37.3997691,California,Inyo,"MO, W",,,Underground,,,"Lemmon and Tweto, 1962 | Lenhart, 1941 | Carrol, 2018 | Norman and Stewart, 1951",3509.897759,0.470147325,1650.169042,1819,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008550
67,Aeroplane,67,10008556 | 10212496,Mesa | Standard Tungsten City Milling Co. | Moonlight | Aeroplane | Moonlight Mine,,-118.5261003,37.344258,California,Inyo,W,"Garnet, W",,Unknown | Underground,,,"Lemmon and Tweto, 1962",46.26642174,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008556
68,Aja,68,10260644,Aja Tungsten Claims,,-117.7862221,37.4283015,California,Inyo,W,,,,,,"Taylor and Stephen, 1988",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260644
69,Alta,69,10114976,Alta Mine,,-118.6386904,37.3422686,California,Inyo,W,,,,,,"Du Bray and others, 1985",,,,,15,0.22,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10114976
70,Alum Canyon Prospect,70,10139446,Alum Canyon Prospect,,-117.6203305,37.2991463,California,Inyo,W,,,,,,"Taylor and Stephen, 1988",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139446
71,Alvord,71,10115298 | 10035166,Alvord Mine | Alvord,,-117.5335313,36.6210913,California,Inyo,W,W,,,,,"Norman and Stewart, 1951 | Partridge, 1941",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115298
72,Bakoch,72,10139310 | 10103221,Bakoch | Bakoch Tungsten Prospect,,-118.3497519,37.135979,California,Inyo,W,,,,,,"Norman and Stewart, 1951",,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139310
73,Basin Mountain,73,10284910,Basin Mountain,,-118.6444951,37.3051738,California,Inyo,W,,,,,,"Du Bray and others, 1985",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10284910
74,Beverly,74,10115275 | 10008708,Beverly,,-117.6508126,36.2160742,California,Inyo,W,,,,,,"Lemmon and Tweto, 1962 | Jenkins, 1942",,,,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115275
75,Big Ram Extension Claims,75,10139529,Big Ram Extension Claims,,-118.3050113,36.8730132,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139529
76,Bishop Concentrate and Cleaning Co.,76,10035162,Bishop Tungsten Mines Mill | Bishop Concentrate and Cleaning Co.,,-118.3990366,37.2740681,California,Inyo,W,CU,,,,,"Partridge, 1941",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035162
77,Black Diamond Prospect,77,10260638 | 10008706,Saline Valley | Black Diamond | Black Diamond Prospect,,-117.7427039,36.8392825,California,Inyo,"MN, W",W,,,,,"Hewett and others, 1963 | Lemmon and Tweto, 1962 | USBM OFR MLA 16-84, 1984",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260638
78,Blue Crystal Nos. 1-6,78,10284802,Blue Crystal No 1-6 | Andrews Mountain Rare Ii Area | Blue Crystal Nos. 1-6,,-118.055833,37.087869,California,Inyo,W,CU,,,,,"USBM OFR MLA 86-83, 1983",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10284802
79,Brackett Tungsten,79,10139590 | 10035163,Black Monster Prospect | Brackett Tungsten | Coyote Lake Prospect | Black Monster | Snow Queen Prospect | Joe Brackett Prospect,,-118.5225838,37.2108548,California,Inyo,W,W,,,,,"Norman and Stewart, 1951 | Tucker and Sampson, 1943",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139590
80,Bright Star Group,80,10236612,Bright Star Group,"4371, 4088",-117.7532693,37.4002903,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236612
81,Brownstone,81,10212537,John Muir Wilderness | Brownstone Mine | Brownstone #1 and 2 | Brownstone,"1456, 3455",-118.7074586,37.3523092,California,Inyo,W,,,,,,"Du Bray and others, 1985",475,0.6,29,,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212537
82,Bruce,82,10139372 | 10103222,Bruce | Bruce Group | Wonder,,-117.5821993,36.2811582,California,Inyo,W,,,,,,"Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139372
83,Bucharets Prospect,83,10139596,Bucharets Prospect,,-118.6534408,37.2566396,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139596
84,Buckshot,84,10035164,Buckshot | Shannon Creek,,-118.3794467,37.2267619,California,Inyo,W,,,,,,"Lemmon and Tweto, 1962",1.81436948,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035164
85,Buckwheat,85,10188433,Buckwheat Nos. 1-5,,-117.9531662,36.968095,California,Inyo,W,,,,,,"Taylor and Stephen, 1988",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188433
86,C A Proper Tungsten Property,86,10260918,C A Proper Tungsten Property,,-117.6377265,36.1893975,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260918
87,Cbu Mine,87,10115407,Cbu Mine,,-117.9757238,37.2406982,California,Inyo,W,,,,,,"Borchardt, 1988",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115407
88,Chipmunk,88,10139094 | 10103220,Pickup Mine | Chipmunk | Pickup,,-118.4743266,37.3041206,California,Inyo,W,,,Underground,,,"Lemmon and Tweto, 1962 | Partridge, 1941 | Jenkins, 1942a | Norman and Stewart, 1951",1.81436948,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139094
89,Copper Queen,89,10008703,Copper Queen,,-117.962871,37.3735855,California,Inyo,"CU, W",,,,,,"Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008703
90,Cuprotungstite,90,10236670,Cuprotungstite | Cuprotungtite | Birthday Gift | Right of Way,,-117.5652441,36.6013213,California,Inyo,W,CU,,,,,"McAllister, 1955 | USBM OFR MLA 105-85, 1985",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236670
91,Darwin Hills,91,10310607 | 10139403 | 10211828 | 10108953 | 10212206 | 10163658 | 10139275 | 10260774 | 10187676 | 10188120 | 10110681 | 10187973 | 10281096 | 10261110 | 10236191 | 10163554 | 10207726 | 10115480 | 60000003 | 10107767,Alameda | Lucky Jim | Acme | Rip Van Winkle | Mickey Sommers Group | Giroux | Standard | Hollywood Claim | Chipmunk | Toga | Intermediate | Clark and Johnson Lease | Toga Mine | Bernon | Defiance | Essex | Jackass | Custer | Hayward | Darwin Group | Pacif,,-117.5926113,36.2817958,California,Inyo,"AG, BI, PB, ZN, W","CU, AU, ZN, AG, W","Hydrothermal stock, massive; Hydrothermal vein and replacement | SKARN",,72: Polymetallic replacement,"Extensive upper Jurassic silicification of Keeler Canyon Formation limestones surrounding the Darwin stock intrusion.  Limestones silicified into calc silicate rock, calc hornfels and tactites |  |  |  |  |  |  |  |  |  | ","Davis and Peterson, 1948 | Lemmon and Tweto, 1962 | USBM Report of Investigation 4475, 1949 | Goodwin, 1957 | Hall and others, 1971 | Stewart, R. M., 1966, Lead: in Mineral resources of California, California Division of Mines and Geology Bulletin 191, p.",,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310607
92,Division Creek,92,10035165 | 10008698 | 10115201,Division Creek-Apex | Division Creek,,-118.3653521,36.9497278,California,Inyo,W,W,,,,,"Norman and Stewart, 1951 | Lemmon and Tweto, 1962",15,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035165
93,Draper Tungsten Property,93,10134886,Draper Tungsten Property | Crisper Claims,,-117.6266602,36.1884154,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10134886
94,Emergency,94,10159426 | 10035158,Emergency Group | Emergency,,-118.0439864,37.354217,California,Inyo,W,,Vein,,,,"Partridge, 1941",,,,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10159426
95,Emerson Key ,95,10284861,Emerson Key Nos. 1-8 Prospect,,-118.6442021,37.2384123,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10284861
96,Fernando Mine,96,10139200,Fernando Mine | Darwin Silver Project | Hayward | St. Charles | Fernando and St Charles | Durham,1307,-117.5740531,36.2680104,California,Inyo,W,"PB, AG",,,,,"Norman and Stewart, 1951 | Jenkins, 1942",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139200
97,Glacier Nos. 1-4 Prospect,97,10163327,Glacier Nos. 1-4 Prospect,,-118.3546448,36.9466054,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10163327
98,Hanging Valley,98,10035155 | 10163851,Hanging Valley Mine | J. and M. Millovich | Hanging Valley,,-118.6753205,37.3297034,California,Inyo,W,,,,,,"Norman and Stewart, 1951 | Du Bray and others, 1985 | Lemmon and Tweto, 1962",3,1.25,,,28,0.38,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035155
99,High Noon Mine,99,10115206,High Noon Mine,,-117.0692427,36.320826,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115206
100,Hilltop Prospect (Inyo County),100,10114969 | 10008557,Hilltop | Hill Top | Hilltop Prospect,,-118.4918731,37.354756,California,Inyo,W,,,,,,"Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10114969
101,Holiday Claims,101,10115072,Holiday Claims,3301,-118.0268076,36.3721937,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115072
102,Indian Prospect,102,10188024,Indian Prospect | Indian,,-117.64781,36.7711632,California,Inyo,W,,,,,,USBM OFR MLA 16-84,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188024
103,Jackrabbit Mine,103,10285228 | 10008558,Tungsten City | Jackrabbit Tungsten Mine | El Diablo Mining Co,,-118.5278803,37.3545857,California,Inyo,W,,,,,,"Bateman and others, 1950 | Norman and Stewart, 1951 | Lemmon and Tweto, 1962",22.6796185,0.45,0,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285228
104,Joker,104,10260864 | 10208025 | 10047113,Molly Property | Joker No. 77 | Joker No. 70,,-117.6642825,37.3445967,California,Inyo,"AU, MO, W","CU, W",,,,,"Taylor and Stephen, 1988 | Schilling, 1962 | Schilling, 1979 | Albers and Stewart, 1972",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260864
105,Juanita Prospect,105,10236479,Juanita Prospect | Juanita | Birch Creek Rare Ii Area,,-118.0702292,37.4051587,California,Inyo,CU,"PB, W",,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236479
106,Jumbo,106,10187825 | 10008705,Jumbo Mine | Betty Jumbo Mine | Ford Mine | Betty Jumbo Jumbo | Mazourka Rare Ii Area | Jumbo,"2797, 3275",-118.039705,36.8075566,California,Inyo,W,,,,,,"Norman and Stewart, 1951 | USBM OFR MLA 86-83 | Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10187825
107,Keogh,107,10284969 | 10008709,Keogh Group | Keogh,,-117.6140945,36.1781786,California,Inyo,W,,,,,,"Norman and Stewart, 1951 | Tucker and Sampson, 1941 | Lemmon and Tweto, 1962",,1,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10284969
108,Lakeview,108,10212532,Gable Lakes Mine | Carpenter and Brown | Lakeview | Lakeview Tungsten Mine,,-118.6893024,37.3321102,California,Inyo,W,,,,,,"Norman and Stewart, 1951 | Bateman, 1956 | Lemmon and Tweto, 1962 | Kurtak, 1998",80.73944186,3.398876404,0,,13,0.26,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212532
109,Lambert,109,10260746,Irons Property | Lambert Mine,,-118.648082,37.3549607,California,Inyo,W,,,,,,"Norman and Stewart, 1951 | Du Bray and others, 1985 |Bateman, 1956 | Lemmon and Tweto, 1962 | Kurtak, 1998",,2,,,54,0.28,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260746
110,Little John Nos. 1-5,110,10188220,Little John Nos. 1-5,,-118.6749913,37.2755584,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188220
111,Little John Prospect,111,10260677,Little John Prospect,,-118.6447513,37.3293178,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10260677
112,Little Mcgee Creek,112,10235941 | 10035154,Little Mcgee Creek,,-118.528298,37.3373835,California,Inyo,W,W,,Underground,,,"Norman and Stewart, 1951 | Tucker and Sampson, 1941",4.5359237,1,4.5359237,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10235941
113,Little Shot,113,10101386,Brooks | Little Shot,,-118.5494874,37.3777308,California,Inyo,W,,,,,,"Norman and Stewart, 1951 | Lemmon and Tweto, 1962",16.32932532,0.5,8.16466266,,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101386
114,Little Sister,114,10008716 | 10139581,Little Sister | Tungsten Mines Company,,-118.5305005,37.3471998,California,Inyo,W,ZN,,,,,"Bateman, 1956 | Lemmon and Tweto, 1962 | Norman and Stewart, 1951 ",13.6077711,0.5,6.80388555,,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008716
115,Lone Pine,115,10236004,Lone Pine,,-117.680274,36.2693977,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236004
116,Lone Pinyon,116,10094245,Lone Pinyon,,-117.784186,36.2496412,California,Inyo,W,,,,,,"Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094245
117,Lucky Strike Mine,117,10139270 | 10008559,Lucky Strike | El Diablo Mining Company | Lucky Strike Mine,,-118.5374055,37.3480726,California,Inyo,W,,,Surface | Underground,,,"Lemmon and Tweto, 1962 | Norman and Stewart, 1951 | Lemmon, 1941a",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139270
118,Mac Van,118,10035161 | 10188018,Mac Van Claim | Macvan,,-118.439411,37.2871276,California,Inyo,W,W,,,,,"Norman and Stewart, 1951 | Partridge, 1941",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035161
119,Merrill Prospect,119,10163253,Merrill Prospect,,-118.5485479,37.2316216,California,Inyo,W,,,,,,"Norman and Stewart, 1951",,,,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10163253
120,Middle Peterson,120,10236068,Coyote Flat | Tungsten Valley - 0060270062 | Middle Peterson | Peterson Mine | A. H. Peterson Property,,-118.5044592,37.2478421,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236068
121,Midnite Nos. 3 and 4,121,10211896,Midnite Nos. 3 and 4,,-117.7600391,37.4025997,California,Inyo,W,,,,,,"Taylor and Stephen, 1988",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10211896
122,Mile High Mine,122,10212508,Mile High Mine | Mile High Mine Group 7Group 7,,-118.025165,37.364806,California,Inyo,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212508
123,Mirage-Mariposa Mine,123,10187738,Wooley Mine | Mirage-Mariposa Mine | Black Canyon Rare Ii Area | Golden Mirage & Mariposa Claims | Golden Mirage Mine,,-118.2535463,37.3480283,California,Inyo,W,AG,,,,,"Rains and others, 1983 | CALIF. STATE MINING BUR. REPORT, V. 12, 1894, P. 140-141. | Bateman, 1956 | Knopf and Kirk, 1918",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10187738
