OBJECTID,GROUP_NAME,GROUP_ID,COMB_DEP_IDs,COMB_NAMES,COMB_DMEA,LONGITUDE,LATITUDE,STATE,COUNTY,COMM_PRIM,COMM_SEC_TER,DEP_TYPE,WORK_TYPE,MODEL,ALTERATION,REFS,PROD_t,PROD_pct_WO3,PROD_WO3_t,PROD_WO3_stu,RESOUR_t,RESOUR_pct_WO3,RESOUR_WO3,RANK,URL
244,Black Jack Claim,244,10031495,Black Jack Claim,,-119.1025966,37.7651177,California,Mono,W,,,,,,"Wallace and others, 1954",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031495
245,Black Rock (Mono County),245,10164583 | 10008717 | 10109270,Black Rock Tungsten Deposit | Black Rock Mine | Black Rock,"1377, 1975, 1976, 1977",-118.5297189,37.6816246,California,Mono,W,"CU, MO",,Surface | Underground,, | Formation Of Tactite; Bleaching | ,"DMEA Report DMA No. 1377 | USBM OFR MLA 83-82 | Lemmon and Tweto, 1962 | Sampson and Tucker, 1940 | Rinehart and Ross, 1957 | Rinehart and Ross, 1956 | USBM I.C. 7945 | USBM Report of Investigation 4210, 1948 | CALIF. B. 176, P. 659-661| Hess and Larsen, ",635,0.5,3175,,,,,10,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10164583
246,Bluebell Prospect,246,10237342,Bluebell Prospect,,-119.191381,37.8045811,California,Mono,AG,"PB, ZN, W",,,,,"Thurber and others, 1982",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10237342
247,Bobby D. Lode,247,10139824,Bobby D Lode | Bobby D. Lode | White Mountains Rare Ii Area,,-118.1451323,37.6222494,California,Mono,PB,"AU, ZN, W",,,,,"USBM OFR MLA 94-83, 1983",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139824
248,Chidago Queen Nos. 1 and 2,248,10164212,Chidago Queen Nos. 1 | Benton Tange Rare Ii Area | 2 | Chidago Queen Nos. 1 and 2,,-118.5452613,37.6720232,California,Mono,AG,"PB, AU, W",,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10164212
249,Copper Queen Prospect,249,10115654,Copper Queen Prospect,,-119.1912191,37.802051,California,Mono,AG,"PB, W",,,,,"Thurber and others, 1982",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115654
250,Deep Creek Mine,250,10031458 | 10286263 | 10008599,Laughmont Claims | Laughmont Claims Deep Creek Mine,,-119.4518611,38.4663094,California,Mono,W,W,,,,,"Jenkins, 1942b | Lemmon and Tweto, 1962 | Butler and others, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031458
251,Defense Tungsten Mine,251,10164237,Defense Tungsten Mine,,-118.6879989,41.864451,California,Mono,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10164237
252,Gold West,252,10139782,Benton Range Rare Ii Area | Gold West,,-118.5738896,37.6889715,California,Mono,AU,W,,,,,"Rains and others, 1980",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139782
253,Golden Gate,253,10007148 | 10031452,Occurrences | Golden Gate,,-119.5351502,38.5094578,California,Mono,"AU, W",W,,,,,"Jenkins, 1942b | Eakle and others, 1917 | Sampson and Tucker, 1940",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10007148
254,Granite Coos,254,10031549,Granite Coos,,-118.5335509,37.6637223,California,Mono,W,,,,,,"Hess and Larsen, 1922 | Jenkins, 1942a | Rinehart and Ross, 1957 | Rinehart and Ross, 1956 | Lemmon, 1941",8,,,,2,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031549
255,Hard Point ,255,10140209 | 10159995 | 10031524 | 10031523,Laurel-Mcgee Rare Ii Area | Hard Point Prospect | Bloody Mtn. Jessie Group | Hard Point Mine | Bloody Mountain Prospect,,-118.9097595,37.5653653,California,Mono,"MO, W","CU, MO",,,,,"Mayo, 1934 | Lemmon and Tweto, 1962 | Jenkisn, 1942 | Du Bray and others, 1985 | USBM OFR MLA 38-83 | Rinehart and others, 1964 | Kirkemo and others, 1965 | Lemmon, 1941",,,,,145,1,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10140209
256,Hess Mine,256,10286227,Hess Mine | Tungsten Associates Ltd. Mine | Mono Ore | Hoover Wilderness,,-119.3051445,37.9969933,California,Mono,W,,,,,,"USBM OFR MLA 49-82, 1982 | USBM OFR MLA 7-82, 1982",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286227
257,Hidden Fortune 1 and 2 Claims,257,10092369,Hidden Fortune 1 and 2 Claims,,-118.9094105,37.6016421,California,Mono,W,,,,,,"Mayo, 1934",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10092369
258,Hilton Creek Mine,258,10139994 | 10101392 | 10188519,John Muir Wilderness | Phelps Mine | Silver Star | Phelps Hilton Creek Mine | Hilton Creek Mine | Hilton Creek Tungsten Deposit,,-118.7704807,37.5246501,California,Mono,"AU, W","MO, W",,,,,"USBM OFR MLA 2-81, 1981 | Lemmon and Tweto, 1962 | Du Bray and others, 1985 | Rinehart and others, 1964",,,,,5,0.23,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139994
259,Independence Prospect,259,10139835,Minarets Wilderness | Independence Prospect | Independence,,-119.1687128,37.8012989,California,Mono,AG,"PB, W",,,,,"Thurber and others, 1982",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139835
260,Indian & Big Horse Groups,260,10139657,Indian & Big Horse Groups,,-119.1286704,37.9101978,California,Mono,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139657
261,Joe Leader & Indian Dick Claims,261,10031451 | 10139804 | 10115802 | 10188488 | 10008598 | 10022728 | 10022727,Joe Mine No. 1 | Joe Leader & In | Unnamed Tungsten Occurrence | Brown Horse | Leader Mine | Joe Leader & Indian Dick Claims Brown Horse | Indian Dick Mine,,-119.5451451,38.5268233,California,Mono,W,W,Vein,,,,"Jenkins, 1942b | Lemmon and Tweto, 1962 | Jenkins, 1942a | DMEA Report DMA  No. L10944515",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031451
262,Laurel Creek,262,10008601 | 10008318 | 10092534,Laurel Creek,,-118.9090815,37.5823152,California,Mono,"MO, W","MO, W",Contact Metamorphic,,,,"Kirkemo and others, 1965 | Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008601
263,Mohawk Shaft,263,10094244 | 10101187,Mohawk Shaft,,-118.3000388,37.4831661,California,Mono,AU,"AU, W",,,,,"Bateman, 1956 | Maurer and Wallace, 1952 | Lemmon and Tweto, 1962",,,0,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094244
264,Mono Tungsten Group,264,10008600,Mono Tungsten Group | Saddlebag Lake,"0045, 2566",-119.2843599,37.9661555,California,Mono,,W,,,,,"Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008600
265,Morhardt Prospect,265,10237057,Morhardt Mine | Bloody Mtn. | Morhardt Prospect,,-118.9136587,37.5732962,California,Mono,W,,,,,,"USBM OFR MLA 38-83 | Cosca and others, 1983 | Rinehart and others, 1964",0.90718474,1,0.90718474,1,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10237057
266,Morris,266,10261219 | 10031547,Ameil Et Al Claims | Morris Ameil Group | Morris | Amiel Group,,-118.523368,37.6764139,California,Mono,W,MO,,,,,"DMEA Report DMA NO. 4484 | Hess and Larsen, 1922 | Sampson and Tucker, 1940 | Jenkins, 1942a | Rinehart and Ross, 1957 | Rinehart and Ross, 1956 | Lemmon, 1941a",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10261219
267,Nicoll Hilton Creek Mine,267,10164352 | 10092373 | 10031530,Hilton Creek Project | Milton Creek Prospect | John Muir Wilderness | Nicoll Hilton Cr. Mine Phelps Hilton Cr. Mine | Nicoll Hilton Creek Mine | Filipelli Prospect | Open Pits Filipelli Prospect,,-118.7725436,37.5305507,California,Mono,"MO, W",MO,,,,,"Lemmon and Tweto, 1962 | Jenkins, 1942a | Du Bray and others, 1985 | Lemmon, 1941 | USBM OFR MLA 2-81 | Rinehart and others, 1964",,,,,4,0.71,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10164352
268,Pappas Prospect,268,10212174 | 10031512,Pappas Prospect | Laurel-Mcgee Rare Ii Area | Horseshoe No. 1 | Horseshoe No. 1 Pappas Prospect,,-118.9585193,37.6118883,California,Mono,W,,,,,,"Jenkins, 1942b | USBM OFR MLA 38-83, 1983 | Jenkins, 1942a | Rinehart and others, 1964",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10212174
269,Payday Prospect,269,10188654,Payday Prospect | Laurel-Mcgee Rare Ii Area,,-118.7938508,37.5629389,California,Mono,W,AG,,,,,"USBM OFR MLA 38-83 | Cosca and others, 1983",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188654
270,Prospect,270,10031528,Prospect,,-118.7995372,37.5586815,California,Mono,W,,,,,,"Lemmon, 1941 | Rinehart and others, 1964",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031528
271,Prospect D,271,10286217,Prospect D,,-119.1901618,37.8209571,California,Mono,AG,W,,,,,"Thurber and others, 1982",,,,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286217
272,Saddlebag Lake Prospect,272,10237195,Saddlebag Lake Prospect | Log Cabin Saddlebag Rare Ii Area | Saddlebag Lake,,-119.2593263,37.9670381,California,Mono,AU,"AG, W",,,,,"USBM OFR MLA 7-82, 1982",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10237195
273,Scheelore,273,10008603 | 10031525 | 10188502,Scheelore | Van Loon | Van Loon Scheelore 8 Claims | Scheelore Mine,1376,-118.8475933,37.5261679,California,Mono,W,AU,,,,,"Lemmon and Tweto, 1962 | DMEA Report DMA No. 1376 | Jenkins, 1942a | Maurer and Wallace, 1952 | Du Bray and others, 1985 | Rinehart and others, 1964 | Tucker and Sampson, 1941 | Lemmon, 1941 | USBM OFR MLA 2-81",,,,,52,0.89,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008603
274,Section 35 Tungsten,274,10286230 | 10031459,Occurrence | Section 35 Tungsten,,-119.4201978,38.4938141,California,Mono,W,,,,,,"Jenkins, 1942b",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286230
275,September Claims,275,10037060 | 10116107 | 10031472,September Claims | Claims September Holding & Hillen,,-119.2675793,37.9332838,California,Mono,"MO, W","MO, W",Contact Metamorphic,Surface,,,"California Div. of Mines and Geology Bull. 191, 1966 | Kirkemo and others, 1965 | Davis and Ashizawa, 1960",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10037060
276,Sierra Vista,276,10236758 | 10007212,Sierra Vista | Sierra Vista Mine,,-118.5655639,37.6411896,California,Mono,AU,"PB, CU, AG, W",,,,,"Sampson and Tucker, 1940 | Goodwin, 1957 | Rinehart and Ross, 1956 | Jenkins, 1948",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10236758
277,Surprise ,277,10140396 | 10188827 | 10031522,Laurel-Mcgee Rare Ii Area | Surprise No. 7 Prospect | Surprise No. 7 | Laurel Mtn Surprise and Old Timer Groups | Laurel Creek Tungsten No. 1,,-118.8873179,37.5852082,California,Mono,"MO, AG, W","PB, W",,,,,"Mayo, 1934 | USBM OFR MLA 38-83 | Jenkins, 1942a",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10140396
278,Tailings Pond,278,10115723,Tailings Pond,,-118.9922165,38.2064886,California,Mono,W,AG,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115723
279,Tiptop,279,10164209 | 10008602 | 10092372,Laurel-Mcgee Rare Ii Area | Tiptop | Tiptop Prospect | Tiptop Claim Mcgee Mtn. | Tiptop Mine,,-118.8147927,37.5814498,California,Mono,W,,,,,,"Lemmon, 1941b | Lemmon and Tweto, 1962 | Jenkins, 1942a | Du Bray and others, 1985 | USBM OFR MLA 38-83 | Rinehart and others, 1964",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10164209
280,Unknown,280,10109265,Unknown,,-118.6292859,37.5209908,California,Mono,W,,,,,,"Rinehart and Ross, 1957 | Rinehart and Ross, 1956",,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10109265
281,Unknown (Mono),281,10031532,Unknown,,-118.6148747,37.717104,California,Mono,W,,,,,,"Hess and Larsen, 1922 | Rinehart and Ross, 1957 | Rinehart and Ross, 1956",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031532
282,Unnamed Tungsten Prospect (Mono),282,10188649,Unnamed Tungsten Prospect | Laurel-Mcgee Rare Ii Area | Tungsten,,-118.9126503,37.5706835,California,Mono,W,,,,,,USBM OFR MLA 38-83,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188649
283,West Tower,283,10286226 | 10116160 | 10031543,West Tower Mine | Ace High | Benton Range Rare Ii Area | West Tower Otey Claims,,-118.5474091,37.7102913,California,Mono,"AU, W","CU, AU, W",,,,,"Hess and Larsen, 1922 | Lemmon, 1941a | Jenkins, 1942a | Rinehart and Ross, 1957 | USBM OFR MLA 83-82, 1982 | Rinehart and Ross, 1956",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286226
284,White Goat Claim,284,10008597 | 10164573 | 10109260,Dickson Brothers | White Goat Claims Nevada-Massachusetts Co. | White Goat Claim,,-119.4175748,38.583252,California,Mono,W,,,,,,"Jenkins, 1942b | Lemmon and Tweto, 1962 | Jenkins, 1942a",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008597
285,White Phantom Claims,285,10031583 | 10280986,White Phantom Claims,4468,-118.1184019,37.6017377,California,Mono,W,,,,,,"USBM OFR MLA 94-83, 1983 | DMEA Report DMA NO. 4468",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031583
286,Wolf Creek Nos 1 and 3,286,10189177 | 10023015,Wolf Creek Nos 1 and 3 | Wolf Creek | Wolf Creek Nos. 1 and 3,,-119.4008181,38.3665481,California,Mono,W,W,Vein,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10189177
287,Alice Homer,287,10008678 | 10165607,Alice Homer Prospect | Alice Homer,,-119.0201619,36.4983791,California,Tulare,W,,,,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008678
288,Baker Lease,288,10008685 | 10117722,Baker Lease,,-118.9880645,36.3384633,California,Tulare,W,,,,,Silicification | ,"Goodwin, 1958 | Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008685
289,Barrington,289,10101401 | 10238751,Barrington,,-119.0469197,36.6112583,California,Tulare,W,,,,,,"Goodwin, 1958 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101401
290,Baty,290,10008684 | 10165999,Baty Mine | Baty,,-119.0357444,36.3180287,California,Tulare,W,,,,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008684
291,Bear Mountain,291,10166229,Bear Mountain,,-119.0443678,36.5956218,California,Tulare,W,,,,,,"Goodwin, 1958",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166229
292,Big Mack,292,10008688 | 10190626,Big Mack | Big Mack Tungsten Claims,,-118.7856748,36.1100793,California,Tulare,W,W,,,,,"Goodwin, 1958 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008688
293,Bill Waley Indian Allotment,293,10035181 | 10117253,Bill Waley Indian Allotment | Tom Cat | Jhb,,-119.119787,36.6498487,California,Tulare,W,,,,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035181
294,Blossom Peak,294,10101402 | 10166033,Blossom Peak,,-118.8912095,36.4166845,California,Tulare,W,,,,,,"Goodwin, 1958 | Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101402
295,Blue Moon,295,10035184 | 10141625,Blue Moon | Blue Moon & Lucky Break Claims,1522,-118.7858894,36.2844445,California,Tulare,W,W,,,,,"Goodwin, 1958",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035184
296,Bob Marshall,296,10287606 | 10035186,Bob Marshall,,-118.8054045,36.1140494,California,Tulare,W,W,,,,,"Goodwin, 1958",,,,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287606
297,Carter,297,10008680 | 10117306,Carter,,-118.9146226,36.4076013,California,Tulare,W,W,,,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008680
298,Carver Mine,298,10166128,Carver Mine,,-118.5034844,36.0039117,California,Tulare,W,,,,,,"Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10166128
299,Cedar Creek,299,10190052 | 10035178,Cedar Creek Mine | Cedar Creek,,-118.9908738,36.5546101,California,Tulare,W,W,,,,,"Goodwin, 1958",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190052
300,Consolidated Tungsten,300,10101389 | 10238765,Consolidated Tungsten Mine | Harrell Hill | Consolidated Tungsten | Drum Valley | Parlier Prospecting Association,,-119.1142615,36.6366407,California,Tulare,W,,,,,,"Goodwin, 1958 | Lemmon and Tweto, 1962 | Jenkins, 1943 | Krauskopf, 1953",15,2,3,33,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101389
301,Crystal Queen,301,10035182 | 10141410 | 10262970,Daley | Crystal Queen | Silver Queen,,-118.824882,36.319697,California,Tulare,W,W,,,,,"Goodwin, 1958",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035182
302,Cutler,302,10035180 | 10231808,Cutler,,-119.045469,36.5824251,California,Tulare,W,W,,,,,"Goodwin, 1958 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035180
303,Davis,303,10035177 | 10141946,Davis,,-119.039807,36.3708092,California,Tulare,W,W,,,,,"Goodwin, 1958",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035177
304,Davis Ranch,304,10035173 | 10166004,Davis Ranch,,-118.9577372,36.5137288,California,Tulare,W,W,,,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035173
305,Eagle,305,10008681 | 10262878 | 10255925,Eagle | Buckeye | Buckeye & Midnight Claims,,-118.8353328,36.3885994,California,Tulare,W,,,,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008681
306,Eshom Creek,306,10035171 | 10166015,Eshom Creek,,-118.942418,36.5949576,California,Tulare,W,W,,,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035171
307,Good Luck Tungsten,307,10165913,Good Luck Tungsten,,-118.7160073,36.0346217,California,Tulare,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10165913
308,Grey Fox,308,10008682 | 10238828,Three Rivers | Grey Fox | Gray Fox,,-118.8373992,36.3804417,California,Tulare,W,,,Underground,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008682
309,Herbert and Crabb,309,10101403 | 10238605 | 10165677,Herbert and Crabb | Gill Tungsten Deposits | Gill Ranch,"0786, 0794",-118.8028603,36.1063861,California,Tulare,W,,,Surface | Underground,,,"Goodwin, 1958 | Krauskopf, 1953",,,,,,,,4,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101403
310,Hinds Ranch,310,10035176 | 10214468,Hinds Ranch,,-118.9786578,36.3208027,California,Tulare,W,W,,Underground,,,"Goodwin, 1958",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035176
311,Homer Ranch,311,10008677 | 10214433 | 10117262,Homer Ranch | Unnamed Mine | Homer Ranch Deposits,,-118.9672793,36.5332377,California,Tulare,W,AU,,,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008677
312,J. A. Barrington,312,10035179 | 10166174,J.A. Barrington Prospect | J. A. Barrington,,-119.0443406,36.6207668,California,Tulare,W,W,,,,,"Goodwin, 1958 | Jenkins, 1943",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035179
313,Kaweah Molybdenum Mining Co.,313,10008679 | 10008336,Kaweah Molybdenum Mining Co. | Kaweah,,-118.5676392,36.5762869,California,Tulare,"MO, W",,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,2,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008679
314,Kaweah River,314,10008675 | 10214131,Hill Brothers Marks. | Hill Brothers Claim | Eshom Valley | Kaweah River,,-118.9156581,36.6093963,California,Tulare,W,,,Underground,,,"Goodwin, 1958 | Jenkins, 1943 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008675
315,Mahoning No. 1 Tungsten Prospect,315,10141961,Mahoning No. 1 Tungsten Prospect,,-118.7773234,36.1056552,California,Tulare,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141961
316,Manikan,316,10117708 | 10141966 | 10035174,Manikan | Maniken | New Discovery On Deeded Land,,-118.9326867,36.4825071,California,Tulare,W,W,,,,,"Goodwin, 1958",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117708
317,Manley Tungsten Prospect,317,10287364,Manley Tungsten Prospect,,-118.9276736,36.6092688,California,Tulare,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287364
318,Martin,318,10117120 | 10035183,Martin,,-118.8164028,36.3334496,California,Tulare,W,W,,,,,"Goodwin, 1958 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117120
319,McKee,319,10287431,McKee | McKea,,-118.8272436,36.4207402,California,Tulare,W,,,,,,"Goodwin, 1958",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10287431
320,Mill Creek Tungsten,320,10190741,Mill Creek Tungsten,,-118.9676979,36.7137816,California,Tulare,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10190741
321,Mineral King,321,10008683,Mineral King,,-118.5848128,36.4654081,California,Tulare,,W,,,,,"Lemmon and Tweto, 1962 | Krauskopf, 1953",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008683
322,North Fork,322,10263450 | 10214903,North Fork | Unnamed Tactite Zone,,-119.0143311,36.6243729,California,Tulare,W,,,,,,"Goodwin, 1958",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263450
323,Pacific Star Mines,323,10117425 | 10190522 | 10141843,Meta # 1 & 2 | North Meadows Mines | Pacific Star Mines | North Meadow # 1 & 2 | Sherman Peak No. 1-4,,-118.4129397,36.0036229,California,Tulare,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117425
324,Pine Tree Mine,324,10141577,Pine Tree Mine,,-118.5281436,36.2967941,California,Tulare,W,,,,,,"Dellinger and others, 1983 | USBM OFR MLA 52-82",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10141577
325,Pioneer Mine (Tulare County),325,10035175 | 10214332,Pioneer | Pioneer Mine | Goodhope,,-118.8166323,36.3260047,California,Tulare,W,,,,,,"Goodwin, 1958",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035175
326,Redwood Canyon,326,10008676 | 10214684,Barton | Redwood Canyon Mines | Redwood Canyon,,-118.9065076,36.6567607,California,Tulare,W,"CU, AU, AG",,,,,"Goodwin, 1958 | Jenkins, 1943",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008676
327,Royal Tungsten,327,10263506 | 10008686,Royal Tungsten | Royal Tungsten Group,"1645, 3335",-118.8210699,36.3335701,California,Tulare,W,,,,,,"Goodwin, 1958 | Jenkins, 1943 | Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10263506
328,Sequoia National Park,328,10035172,Sequoia National Park,,-118.7765308,36.5375987,California,Tulare,,W,,,,,"Goodwin, 1958",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035172
329,Stony Creek,329,10035170 | 10238510,Stony Creek,,-118.8667044,36.6389524,California,Tulare,W,W,,,,,"Goodwin, 1958",,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10035170
330,Sunnyside,330,10008690 | 10238704,Sunnyside | Sunnyside Group,,-118.4670115,36.0452315,California,Tulare,W,,,,,,"Goodwin, 1958 | Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008690
331,Thanksgiving Claim,331,10214880 | 10008687,Thanksgiving Claim | Thanksgiving,,-118.8801741,36.234319,California,Tulare,W,,,,,,"Goodwin, 1958 | Lemmon and Tweto, 1962",,,,,,,,3,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214880
332,Thomas and Cortner Prospect,332,10214791,Thomas and Cortner Prospect,,-119.0070588,36.5796945,California,Tulare,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10214791
333,Three Point Nos. 1 and 2,333,10117609,Three Point Nos. 1 and 2,,-118.6348414,36.1248716,California,Tulare,W,,,,,,,,,,,,,,1,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10117609
334,Tulare County Tungsten,334,10008572 | 10263513,Tulare County Tungsten | Big Jim | Tulare County Tungsten Mines,,-118.9098009,36.2901894,California,Tulare,W,W,,Underground,,,"Goodwin, 1958 | Lemmon and Tweto, 1962 | Jenkins, 1943",529,0.7,37,4831,,,,5,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008572
