OID_,loc_source,source_ID,Tract_name,Area_Name,Name,Name_other,Country,State_Prov,County,Lat_NAD83,Long_NAD83,SiteStatus,Dev_Status,DevStatSo,SiteRank,SiteRankNo,Dep_type,DepTypeSo,I_POLYID,I_Distance,NR_I_LABEL,NR_I_NAME,NR_I_STYL,NR_I_LITH,NR_I_MNAGE,NR_I_MXAGE,SG_I_LAB,SG_I_NAME,SG_I_MJR1,SG_I_MJR2,SG_I_MJR3,SG_I_GNLTH,SG_I_MNAGE,SG_I_MXAGE,I_AGE,C_POLYID,C_Distance,NR_C_LAB,NR_C_NAME,NR_C_AGE,NR_C_LNME2,SG_C_LAB,SG_C_NAME,SG_C_MJR1,SG_C_MJR2,SG_C_MJR3,SG_C_GNLTH,SG_C_MNAGE,SG_C_MXAGE,MRDS_com1,MRDS_com2,MRDS_com3,KLEIN_met,IGS_ComL,MBMG_COM,DMEA_COM,MRDS_ore,MRDS_gangu,MRDS_othr,MRDS_PrRes,KLEIN_MTon,KLEIN_PrYr,SPANSKI_W,SPANSKI_Pr
382,MRDS_354,MBMG_27; MRDS_354,Cretaceous GFTZ,Pioneer,"Unnamed Tungsten,Molybdenum,Garnet", ,USA,Montana,Beaverhead,45.428493567399997,-112.805277325000006,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,1266,0.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,4014,380.000000000000000,PMpq,"Phosphoria Formation and Quadrant Formation, undivided",Permian-Mississippian,mixed siliceous/phosphatic rocks, , , , , , , , ,W, ,"Garnet, Mo", , ,"W, Mo, Abrasive", , , , , , , , , 
383,MRDS_355,MBMG_1; MRDS_355,Cretaceous GFTZ,Pioneer,"Unnamed Tungsten,Molybdenum,Garnet",Garnet; Moly; Unnamed Tungsten,USA,Montana,Beaverhead,45.472393563399997,-112.805077315999995,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,1266,0.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,3884,142.000000000000000,PMpq,"Phosphoria Formation and Quadrant Formation, undivided",Permian-Mississippian,mixed siliceous/phosphatic rocks, , , , , , , , ,W, ,"Garnet, Mo", , ,"W, Mo, Abrasive", , , , , , , , , 
384,MRDS_356,IGS_112; KLEIN_60; MRDS_356, , ,U. P. Mine,Burlington; U. P. and Burlington,USA,Idaho,Lemhi,45.236783699599997,-114.016707115000003,Site,Past Producer,MRDS,2, ,Vein/replacement,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,Au, ,"W, Cu, Pb, Ag","Au, Cu, Pb, W","Au, Ag, Cu, W, Pb", , ,Scheelite,"Pyrite, Quartz", , , , , , 
385,MRDS_357,KLEIN_187; MBMG_43; MRDS_357,Cretaceous GFTZ,Philipsburg,Upper Granite Prospect, ,USA,Montana,Granite,46.390713509000001,-113.087837076000000,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,2459,25.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8932,910.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , ,Ag,"Pb, Cu, W", ,"Ag, Pb, Cu, W", ,"Ag, Pb, W", ,Malachite,Quartz, , , , , , 
386,MRDS_358,MRDS_358, , ,Victory Lode Claim, ,USA,Montana,Madison,45.566563475700001,-111.967517471999997,Site,Prospect,MRDS,1, ,Cu-W Unknown,MRDS,2647,0.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,"Cu, Au, Zn, Ag, Pb, Mo, W", , , , , , , , , , , , , , 
387,MRDS_359,IGS_56; MRDS_359, , ,Victory No. 1 Prospect, ,USA,Idaho,Lemhi,45.274083664899997,-113.688697173999998,Site,Prospect,MRDS,1, ,Au-W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,Au, ,"Ag, W", ,"Au, W, Ag", , , , , , , , , , 
388,MRDS_360,MBMG_89; MRDS_360, , ,Vindicator, ,USA,Montana,Park,45.038003402100003,-110.612197859000005,Site,Occurrence,MRDS,1, ,Au-W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,Au, ,W, , ,"Au, W", , , , , , , , , 
389,MRDS_361,KLEIN_188; MBMG_141; MRDS_361, , ,Violet Group, ,USA,Montana,Ravalli,45.461103710600000,-114.341377007999995,Site,Occurrence,MRDS,1, ,Mo-W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,Mo,"W, Au, Ag", ,"W, Ag, Cu, Pb", ,"Mo, W, Ag, Au", , ,Pyrite, , , , , , 
390,MRDS_362,KLEIN_189; MBMG_55; MRDS_362,Cretaceous GFTZ,Pioneer,Virginia Claim, ,USA,Montana,Beaverhead,45.316553599899997,-113.042547296999999,Prospect,Occurrence,MRDS,3, ,Skarn,MRDS,2606,399.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1352,0.000000000000000,[PMsrmg,"Snowcrest Range Group and Madison Group, undivided",Pennsylvanian-Mississippian,carbonate and siliciclastic sedimentary rocks, , , , , , , , ,W, , ,"W, Au", ,W, ,Scheelite, , , , , , , 
391,MRDS_363,MRDS_363, , ,War Eagle Mine,Blue Bell Claim; Little Bear Group; Magnetite,USA,Idaho,Idaho,45.482963831200003,-115.611266755000003,Site,Past Producer,MRDS,1, ,Au-W Unknown,MRDS,265,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,Au, ,"W, Ag, Mo, Pb, Cu, Zn", , , , , , , , , , , , 
392,MRDS_364,MRDS_364, , ,Warner,Tungsten Group; Warner Gold,USA,Idaho,Valley,44.985473861400003,-115.496246873000004,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,417,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, , , , , , , , , , , , , , 
393,MRDS_365,KLEIN_190; MBMG_50; MRDS_365,Cretaceous GFTZ,Pioneer,Warren Prospect, ,USA,Montana,Silver Bow,45.768503526499998,-112.701707279999994,Prospect,Occurrence,MRDS,3, ,Skarn,MRDS,1196,340.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,3134,345.000000000000000,[PMsrmg,"Snowcrest Range Group and Madison Group, undivided",Pennsylvanian-Mississippian,carbonate and siliciclastic sedimentary rocks, , , , , , , , , , ,W,W, ,W, , , , , , , , , 
394,MRDS_366,MRDS_366, , ,Washington, ,USA,Montana,Madison,45.577993476000003,-111.981647467000002,Site,Prospect,MRDS,1, ,W Unknown,MRDS,2647,0.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, ,Ag, , , , , , , , , , , , 
395,MRDS_367,MRDS_367, , ,Watson Mine, ,USA,Montana,Park,45.042403400399998,-110.602467860000004,Site,Past Producer,MRDS,2, ,Vein/replacement,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, ,"As, Au", , , , ,"Gold, Scheelite",Pyrite, , , , , , 
396,MRDS_368,MRDS_368,Cretaceous GFTZ,Yellow Pine,White Bluff,Idaho Primitive Area; Rocket Prospect,USA,Idaho,Valley,45.172073833600003,-115.365146863000007,Prospect,Occurrence,MRDS,3, ,Skarn,MRDS,395,995.000000000000000,Tmg,Tertiary monzogranite suite,plutonic,"monzogranite, subordinate syenogranite (with biotite + minor hornblende)",Tertiary,Tertiary, , , , , , , , ,Tertiary,1419,61.000000000000000,Zam,Anchor Meadow Formation,Late Proterozoic,metamorphosed calcareous rocks, , , , , , , , , , ,W, , , , , , ,"Calcite, Garnet, Muscovite, Pyrite, Tremolite", , , , , 
397,MRDS_370,MRDS_370, , ,White Chief Prospect, ,USA,Montana,Madison,45.621283478099997,-112.039177445999997,Site,Occurrence,MRDS,1, ,Vein/replacement,MRDS,1223,450.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,"Au, Ag","W, Cu, Pb", , , , , ,"Chalcopyrite, Galena, Gold, Silver", , , , , , , 
398,MRDS_371,IGS_12; MRDS_371, , ,Whitehawk Basin Placer, ,USA,Idaho,Valley,44.279073930499997,-115.585146985999998,Site,Occurrence,MRDS,1, ,Placer,MRDS,805,87.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, , , ,"U, Th, W, REE, Ta, Nb", , , , , , , , , , 
399,MRDS_373,IGS_79; KLEIN_64; MRDS_373,Cretaceous GFTZ,Yellow Pine,White Metal Prospect, ,USA,Idaho,Valley,45.152373839299997,-115.409556858000002,Site,Occurrence,MRDS,2, ,Vein-wolframite,MRDS,395,0.000000000000000,Tmg,Tertiary monzogranite suite,plutonic,"monzogranite, subordinate syenogranite (with biotite + minor hornblende)",Tertiary,Tertiary, , , , , , , , ,Tertiary,1420,1497.000000000000000,Zms,Moores Station Formation,Late Proterozoic,metamorphosed carbonate and siliciclastic sedimentary rocks, , , , , , , , , , ,W,"W, Ag, Cu, Pb",W, , ,"Huebnerite, Scheelite",Quartz, , , , , , 
400,MRDS_375,MRDS_375, , ,Wilson Creek,Tungsten Point,USA,Idaho,Valley,44.346573927599998,-115.614046969000000,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,805,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , ,W, , , , , , , , , , , , 
401,MRDS_376,MRDS_376, , ,Wilson Mine, ,USA,Montana,Madison,45.581293476399999,-111.987247464999996,Site,Prospect,MRDS,1, ,W Unknown,MRDS,2647,0.000000000000000, , , , , , ,Kgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Mesozoic - Cretaceous,Phanerozoic - Mesozoic - Cretaceous,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,Ag, ,"W, Pb, Cu", , , , , , , , , , , , 
402,MRDS_377,KLEIN_193; MBMG_134; MRDS_377,Cretaceous GFTZ,Northern Boulder,Windy Ridge Prospects,Windy Ridge Property,USA,Montana,Lewis and Clark,46.771563401400002,-112.326707157000001,Prospect,Occurrence,MRDS,3, ,Skarn,MRDS,2363,523.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8553,0.000000000000000,Ye,Empire Formation,Middle Proterozoic,metamorphosed mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , ,Au,W, ,"Au, W", ,W, ,"Gold, Scheelite",Quartz, , , , , , 
403,MRDS_378,MBMG_172; MRDS_378, , ,Wise River Placer, ,USA,Montana,Beaverhead,45.608183577600002,-113.085087232000006,Site,Prospect,MRDS,1, ,W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, , , , ,W, , , , , , , , , 
404,MRDS_379,MBMG_14; MRDS_379, , ,Woodville Deposit, ,USA,Montana,Jefferson,46.041593472999999,-112.395267290000007,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,2610,0.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, , , , ,W, , , , , , , , , 
405,MRDS_38,MBMG_105; MBMG_79; MRDS_38,Cretaceous GFTZ,Philipsburg,Bull Elk, ,USA,Montana,Deer Lodge,46.221283522500002,-113.074197114000000,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,2520,1878.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,9088,0.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , ,W, , , , ,W, , , , , , , , , 
406,MRDS_380,MRDS_380, , ,Yellow Peak Prospect,Lemhi Range Rare Ii Area; Prospect,USA,Idaho,Lemhi,44.534583716299998,-113.518087343999994,Site,Prospect,MRDS,1, ,W Unknown,MRDS,725,95.000000000000000,Tgqmd,"Tertiary granitoid rocks, quartz monzodiorite suite",plutonic,"granodiorite, monzogranite of quartz monzodiorite suite (with hornblende and biotite)",Tertiary,Tertiary, , , , , , , , ,Tertiary,-9999,-9999.000000000000000, , , , , , , , , , , , , , ,"W, Au", , , , , , , , , , , , 
407,MRDS_382,KLEIN_194; MRDS_382, , ,Yogo Peak Deposits, ,USA,Montana,Judith Basin,46.949903207399998,-110.500817514000005,Site,Occurrence,MRDS,2, ,W Unknown,MRDS,2752,506.000000000000000, , , , , , ,Tgt;0,Granitic rock,Granitic, , ,"Igneous, intrusive",Phanerozoic - Cenozoic - Tertiary,Phanerozoic - Cenozoic - Tertiary,Tertiary,568,0.000000000000000, , , , ,MDtm;0,"Three Forks through Maywood Formation: Three Forks, Jefferson, and Maywood Formations or Palliser and Alexo Formations, and Fairholme Group in northwestern Montana near Canadian border",Limestone,Dolostone,Shale,"Sedimentary, undifferentiated",Phanerozoic - Paleozoic - Carboniferous - Early-Mississippian - Tournaisian,Phanerozoic - Paleozoic - Devonian - Late-Devonian - Famennian,W, , ,W, , , ,Scheelite, , , , , , , 
408,MRDS_383,MRDS_383, , ,Your Name Placer, ,USA,Montana,Powell,46.885983471999999,-113.141706962000001,Site,Occurrence,MRDS,1, ,Placer,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,Au, ,"W, Ag, Pb, Cu", , , , , , , , , , , , 
409,MRDS_384,KLEIN_66; MBMG_122; MRDS_384,Cretaceous GFTZ,Pioneer,Adams Peak Claims,Adams Peak Claims; Twin Adams Mountain Claims,USA,Montana,Beaverhead,45.476104674299997,-112.804153982000003,Prospect,Unknown,MBMG,3, ,Skarn,MRDS,1266,0.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,3884,81.000000000000000,PMpq,"Phosphoria Formation and Quadrant Formation, undivided",Permian-Mississippian,mixed siliceous/phosphatic rocks, , , , , , , , ,W, , ,W, ,W, , , , , , , , , 
410,MRDS_386,MRDS_386; SPANSKI_151, , ,Beavertown Cu Mo Prospect,Beavertown,USA,Montana,Jefferson,46.341507795100000,-112.079664382999994,Site,Prospect,MRDS,2, ,Porphyry/stockwork,MRDS,2483,0.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,"Au, Ag, Pb","Cu, Zn","Mn, F, W, Mo, Sb", , , , ,"Calamine, Chalcopyrite, Chrysocolla, Covellite, Galena, Gold, Lead, Malachite, Molybdenite, Scheelite, Sphalerite, Tetrahedrite","Calcite, Iron, Pyrite, Quartz", , , , , , 
411,MRDS_39,MBMG_17; MRDS_39,Cretaceous GFTZ,Northern Boulder,Bunblebee,Shoestring; Whirlwind,USA,Montana,Lewis and Clark,46.706593421900003,-112.483087138000002,Site,Unknown,MRDS,1, ,Cu-W Unknown,MRDS,2368,942.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,8630,0.000000000000000,MDtm,"Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Mississippian-Devonian,carbonate and siliciclastic sedimentary rocks, , , , , , , , ,Cu, ,"Au, W, Ag", , ,"Cu, W, Au, Ag", , , , , , , , , 
412,MRDS_4,IGS_54; KLEIN_43; MRDS_385; MRDS_4, , ,Amagosa Mine,Amagosa; Copper Queen; Crescent; Queen and Crescent; Queen Of The Hills; Queen of the Hills Mine,USA,Idaho,Lemhi,45.242983692199999,-113.945107128000004,Site,Past Producer,MRDS,1, ,"Vein/replacement, Vein/replacement",MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,"Pb, Au","Cu, W","Cu, W, Ag","Au, Pb, Cu, W","Au, Ag, Cu, W, Th, Pb", , ,"Chalcopyrite, Galena, Gold, Malachite","Limonite, Pyrite, Quartz", , ,7790,1892-1914, , 
413,MRDS_40,MRDS_40, , ,Bungalow, ,USA,Idaho,Clearwater,46.643463728100002,-115.512676537000004,Site,Occurrence,MRDS,1, ,Au-W Unknown,MRDS,1413,0.000000000000000,Tmg,Tertiary monzogranite suite,plutonic,"monzogranite, subordinate syenogranite (with biotite + minor hornblende)",Tertiary,Tertiary, , , , , , , , ,Tertiary,-9999,-9999.000000000000000, , , , , , , , , , , , ,Au, ,"Mo, Sn, W", , , , , , , , , , , , 
414,MRDS_41,MBMG_132; MRDS_41, , ,Butte Tungsten, ,USA,Montana,Jefferson,46.012993473400002,-112.378067299999998,Site,Prospect,MRDS,1, ,W Unknown,MRDS,2610,0.000000000000000,Kmgbh,"Cretaceous monzogranitic rocks with biotite, hornblende",plutonic,"biotite-hornblende monzogranite, quartz monzonite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, , , , ,W, , , , , , , , , 
415,MRDS_42,MRDS_42; SPANSKI_4,Cretaceous GFTZ,Philipsburg,Cable Mine,Cable Mountain,USA,Montana,Deer Lodge,46.199883538000002,-113.217287088999996,Prospect,Past Producer,MRDS,4, ,Skarn,MRDS,1889,0.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7742,212.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , ,"Au, Ag, W, Cu","Pb, Fe, Zn, Mn","As, Sb", , , , ,"Bornite, Chalcocite, Chalcopyrite, Chrysocolla, Copper, Galena, Gold, Malachite, Marcasite","Calcite, Hematite, Limonite, Magnetite, Pyrite, Pyrrhotite, Quartz, Specularite", , , , , , 
416,MRDS_43,MBMG_109; MRDS_43,Cretaceous GFTZ,Philipsburg,Calcabe Prospect, ,USA,Montana,Deer Lodge,46.172083542599999,-113.235597091000002,Site,Occurrence,MRDS,1, ,Vein/replacement,MRDS,1889,1226.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7767,0.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , ,W, , , , ,W, , , , ,None, , , , 
417,MRDS_45,MBMG_35; MRDS_45,Cretaceous GFTZ,Philipsburg,Campbell Prospect,Campbell Prospect / Cambell,USA,Montana,Deer Lodge,46.166783538700003,-113.197597099000006,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,7768,29.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , ,W, , , , ,W, , , , , , , , , 
418,MRDS_46,KLEIN_86; MRDS_279; MRDS_46; SPANSKI_155,Cretaceous GFTZ,Pioneer,Cannivan Gulch Deposit,Cannivan; Cannivan Gulch; Cannivan Gulch Project; Sheep Mountain Tungsten Prospect,USA,Montana,Beaverhead,45.654603561499997,-112.956447249999997,Prospect,"Exploration, Prospect",MRDS,4, ,"Porphyry/stockwork, Skarn",MRDS,200,1345.000000000000000,Tgbm,"Tertiary granitic rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite",Tertiary,Tertiary, , , , , , , , ,Tertiary,9019,0.000000000000000,MDtj,"Three Forks Formation and Jefferson Formation, undivided",Mississippian-Devonian,carbonate sedimentary rocks, , , , , , , , ,"Mo, W",Cu,"W, Ag, Mo","Mo, W, Ag, Au", , , ,"Scheelite, Wolframite, Powellite Huebnerite, Molybdenite, Powellite, Scheelite, Wolframite","Limonite, Malachite, Quartz Quartz", ,"Reserves 294,407,000 metric tons  0.06% Mo (0.1%MoS2), cutoff 0.05%MoS2, 9:1 stripping ratio",2.03e+08, , , 
419,MRDS_47,KLEIN_87; MRDS_47,Cretaceous GFTZ,Philipsburg,Carbonator Prospect, ,USA,Montana,Deer Lodge,46.189603528399999,-113.110617112000000,Site,Occurrence,MRDS,2, ,Vein/replacement,MRDS,1913,1068.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7756,0.000000000000000,PDsm,"Shedhorn Sandstone, Phosphoria Formation, Park City Formation, Quadrant Formation, Snowcrest Range Group, Madison Group and related rocks, Three Forks Formation, Jefferson Formation, and Maywood Formation, undivided",Permian-Devonian,siliciclastic and carbonate sedimentary rocks, , , , , , , , ,"Ag, W", , ,"Ag, W", , , ,Scheelite, , ,None, , , , 
420,MRDS_48,MRDS_48,Cretaceous GFTZ,Philipsburg,Ceto Prospect, ,USA,Montana,Deer Lodge,46.104283551400002,-113.271497096999994,Site,Occurrence,MRDS,1, ,Vein/replacement,MRDS,1987,550.000000000000000,Kqdt,Cretaceous quartz diorite-tonalite suite,plutonic,"quartz diorite, tonalite, trondhjemite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,7809,93.000000000000000,Crlf,"Red Lion Formation, Hasmark Formation, Silver Hill Formation, and Flathead Sandstone, undivided",Cambrian,carbonate and siliciclastic sedimentary rocks, , , , , , , , ,W, , , , , , , , , ,None, , , , 
421,MRDS_49,IGS_104; MRDS_49, , ,Charity Mine, ,USA,Idaho,Idaho,45.245463858000001,-115.680356787999997,Site,Past Producer,MRDS,2, ,Vein/replacement,MRDS,364,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,Au, ,W, ,"Au, W", , ,"Gold, Scheelite",Quartz, , , , , , 
