,ms_uri_1,ms_uri_2
6801,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sedibelo-central,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__sedibelo-west-1868
6802,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sedibelo-central,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sedibelo-central
6803,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097140,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097140
6804,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038762,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038762
6805,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__or00002,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__or00002
6806,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kingash-kuyovsky,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kingash-kuyovsky
6807,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kingash-kuyovsky,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kingash-verkhnekingashsky
6808,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kingash-verkhnekingashsky,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kingash-kuyovsky
6809,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kingash-verkhnekingashsky,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kingash-verkhnekingashsky
6810,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280038,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280038
6811,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10148622,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10148622
6812,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10162515,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10162515
6813,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10162515,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033767
6814,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033767,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10162515
6815,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033767,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033767
6816,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197049,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197049
6817,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068215,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068215
6818,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068215,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10229260
6819,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10229260,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068215
6820,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10229260,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10229260
6821,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10298453,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10298453
6822,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh104,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh104
6823,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10023163,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10023163
6824,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070077,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070077
6825,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038766,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038766
6826,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sudbury-parkin-offset,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sudbury-parkin-offset
6827,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134713,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134713
6828,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039048,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039048
6829,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039048,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039050
6830,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039048,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039049
6831,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039050,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039048
6832,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039050,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039050
6833,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039050,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039049
6834,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039049,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039048
6835,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039049,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039050
6836,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039049,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039049
6837,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085285,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085285
6838,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093748,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093748
6839,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044699,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044699
6840,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044699,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10246753
6841,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044699,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197878
6842,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10246753,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044699
6843,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10246753,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10246753
6844,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10246753,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197878
6845,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197878,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044699
6846,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197878,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10246753
6847,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197878,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10197878
6848,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068219,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068219
6849,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079574,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079574
6850,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000508,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000508
6851,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000508,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000960
6852,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000960,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000508
6853,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000960,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000960
6854,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270949,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270949
6855,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024482,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024482
6856,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024482,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024594
6857,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024594,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024482
6858,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024594,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10024594
6859,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095712,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095712
6860,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095712,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10037023
6861,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10037023,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095712
6862,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10037023,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10037023
6863,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__santa-fe-ipora,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__santa-fe-ipora
6864,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038765,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038765
6865,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231961,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231961
6866,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183492,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183492
6867,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10161278,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10161278
6868,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001641,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001641
6869,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__saattopora-1097,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__saattopora-1097
6870,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__saattopora-1097,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__saattopora-1093
6871,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__saattopora-1093,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__saattopora-1097
6872,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__saattopora-1093,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__saattopora-1093
6873,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255160,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255160
6874,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255735,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10255735
6875,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185652,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185652
6876,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185652,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si046
6877,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si046,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185652
6878,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si046,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si046
6879,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__clarion-clipperton-russia-2298,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__clarion-clipperton-russia-2298
6880,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__clarion-clipperton-russia-2298,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__clarion-clipperton-russia
6881,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__clarion-clipperton-russia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__clarion-clipperton-russia-2298
6882,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__clarion-clipperton-russia,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__clarion-clipperton-russia
6883,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095415,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095415
6884,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039240,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039240
6885,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230396,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10230396
6886,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097136,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097136
6887,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305609,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305609
6888,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079600,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079600
6889,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10157975,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10157975
6890,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207435,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10207435
6891,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159064,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159064
6892,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159064,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__yakabindie
6893,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__yakabindie,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159064
6894,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__yakabindie,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__yakabindie
6895,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282613,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282613
6896,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282613,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si062
6897,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si062,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10282613
6898,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si062
6899,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__23,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__23
6900,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__23,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serra-do-tapa
6901,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serra-do-tapa,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__23
6902,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serra-do-tapa,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__serra-do-tapa
6903,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041302,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041302
6904,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041302,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068220
6905,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041302,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055896
6906,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068220,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041302
6907,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068220,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068220
6908,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068220,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055896
6909,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055896,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041302
6910,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055896,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068220
6911,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055896,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055896
6912,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308452,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10308452
6913,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002909,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002909
6914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002909,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__lg013
6915,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__lg013,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002909
6916,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__lg013,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__lg013
6917,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101798,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101798
6918,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101798,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10247152
6919,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10247152,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101798
6920,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10247152,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10247152
6921,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10139415,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10139415
6922,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__phikwe,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__phikwe
6923,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10212615,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10212615
6924,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10008229,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10008229
6925,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10176617,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10176617
6926,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000591,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000591
6927,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033303,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033303
6928,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107740,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10107740
6929,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sulawesi-jv,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__sulawesi-jv
6930,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10053914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10053914
6931,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10053914,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250385
6932,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250385,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10053914
6933,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250385,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10250385
6934,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134280,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10134280
6935,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093804,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093804
6936,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093804,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304386
6937,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304386,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093804
6938,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304386,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304386
6939,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067592
6940,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10237695
6941,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10237695,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067592
6942,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10237695,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10237695
6943,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__bathopele-1804,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__bathopele-1804
6944,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158
6945,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990
6946,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577
6947,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203
6948,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600
6949,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158
6950,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990
6951,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577
6952,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203
6953,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600
6954,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158
6955,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990
6956,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577
6957,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203
6958,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600
6959,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158
6960,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990
6961,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577
6962,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203
6963,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600
6964,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__3158
6965,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304990
6966,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079577
6967,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10257203
6968,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000600
6969,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10058124,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10058124
6970,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ch066,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ch066
6971,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039284,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039284
6972,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039284,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__falcondo
6973,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__falcondo,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039284
6974,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__falcondo,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__falcondo
6975,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__lainejaur-1937,https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__lainejaur-1937
