,ms_uri_1,ms_uri_2
3134,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt014
3135,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh127
3136,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk053
3137,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh357
3138,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__sr209
3139,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tl076
3140,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh359
3141,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ju019
3142,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__he051
3143,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh161
3144,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ju014
3145,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk065
3146,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk064
3147,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tn003
3148,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tn004
3149,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tn006
3150,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh150
3151,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh143
3152,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh144
3153,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh375
3154,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mc184
3155,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307838
3156,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg007
3157,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg029
3158,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mc197
3159,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg022
3160,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mc196
3161,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__id143
3162,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si174
3163,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__sm001
3164,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__pe079
3165,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hw031
3166,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va087
3167,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh188
3168,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va090
3169,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__wi039
3170,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk006
3171,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mc185
3172,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh121
3173,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va088
3174,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt017
3175,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk070
3176,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__wi065
3177,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk052
3178,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh190
3179,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__nb103
3180,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt012
3181,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf048
3182,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh376
3183,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062
3184,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080
3185,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119
3186,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh134
3187,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg072
3188,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__pa034
3189,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt014
3190,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh127
3191,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk053
3192,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh357
3193,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__sr209
3194,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tl076
3195,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh359
3196,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ju019
3197,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__he051
3198,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh161
3199,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ju014
3200,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk065
3201,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk064
3202,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tn003
3203,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tn004
3204,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tn006
3205,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh150
3206,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh143
3207,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh144
3208,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh375
3209,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mc184
3210,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307838
3211,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg007
3212,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg029
3213,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mc197
3214,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg022
3215,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mc196
3216,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__id143
3217,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__si174
3218,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__sm001
3219,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__pe079
3220,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__hw031
3221,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va087
3222,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh188
3223,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va090
3224,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__wi039
3225,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk006
3226,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mc185
3227,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh121
3228,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__va088
3229,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt017
3230,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk070
3231,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__wi065
3232,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk052
3233,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh190
3234,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__nb103
3235,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt012
3236,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf048
3237,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh376
3238,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mf062
3239,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk080
3240,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119
3241,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh134
3242,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mg072
3243,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__pa034
3244,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt014
3245,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh127
3246,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk053
3247,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh357
3248,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__sr209
3249,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tl076
3250,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh359
3251,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ju019
3252,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__he051
3253,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh161
3254,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__ju014
3255,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk065
3256,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk064
3257,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tn003
3258,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tn004
3259,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tn006
3260,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh150
3261,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh143
3262,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh144
3263,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__tk119,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__mh375
