ms_uri,GroupID
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036657,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10176676",GROUP2564
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095153,GROUP2565
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067829,GROUP2566
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039251,GROUP2567
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225439,GROUP2568
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067588,GROUP2569
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10070512,GROUP2570
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270324,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056260",GROUP2571
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307807,GROUP2572
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147189,GROUP2573
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10245694,GROUP2574
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067488,GROUP2575
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033279,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10128785",GROUP2576
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033767,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10162515",GROUP2577
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10258629,GROUP2578
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mirror-harbor-2152,GROUP2578
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mirror-harbor,GROUP2578
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10300994,GROUP2579
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10135127,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001386",GROUP2580
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10136752,GROUP2581
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10284358,GROUP2582
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002238,GROUP2583
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10228272,GROUP2584
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10294856,GROUP2585
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112493,GROUP2586
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10156314,GROUP2587
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10279302,GROUP2588
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10108244,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10117276,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10117466",GROUP2589
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039283,GROUP2590
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10162894,GROUP2591
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10219812,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10196070,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10172207,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10219947,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147185",GROUP2592
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041091,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10009016",GROUP2593
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10219960,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10010082",GROUP2594
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10116878,GROUP2595
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10047811,GROUP2596
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10301738,GROUP2597
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10124807,GROUP2598
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10277835,GROUP2599
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185518,GROUP2600
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10245894,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10221327",GROUP2601
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10147686,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10245116,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60001717",GROUP2602
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10227721,GROUP2603
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10220851,GROUP2604
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10048520,GROUP2605
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067860,GROUP2606
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10244791,GROUP2607
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10121356,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084659",GROUP2608
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10092674,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10277482",GROUP2609
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002392,GROUP2610
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185779,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10112687,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096777",GROUP2611
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10225837,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033096",GROUP2612
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10001346,GROUP2613
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10204768,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036898",GROUP2614
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10131834,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041401",GROUP2615
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10212615,GROUP2616
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10131938,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056235,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042391",GROUP2617
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10270357,GROUP2618
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10044714,GROUP2619
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10254793,GROUP2620
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033790,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10117166",GROUP2621
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10138292,GROUP2622
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10002340,GROUP2623
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042687,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10152376",GROUP2624
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10043680,GROUP2625
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10115341,GROUP2626
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10277362,GROUP2627
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10127084,GROUP2628
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10205539,GROUP2629
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10172504,GROUP2630
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10124739,GROUP2631
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10085460,GROUP2632
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10244067,GROUP2633
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10040181,GROUP2634
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10242867,GROUP2635
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10032111,GROUP2636
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033791,GROUP2637
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067821,GROUP2638
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055896,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10041302",GROUP2639
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10071988,GROUP2640
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10084785,GROUP2641
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10096238,GROUP2642
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10209454,GROUP2643
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10172287,GROUP2644
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10185467,GROUP2645
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10265012,GROUP2646
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10055969,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042372",GROUP2647
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10278132,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10082891",GROUP2648
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10289030,GROUP2649
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10277401,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036943",GROUP2650
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10307844,GROUP2651
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10234216,GROUP2652
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033758,GROUP2653
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10227692,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10042397",GROUP2654
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10056111,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10068218",GROUP2655
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067720,GROUP2656
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10306798,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10121792",GROUP2657
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10201736,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033088",GROUP2658
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10274427,GROUP2659
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10123051,GROUP2660
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10120626,GROUP2661
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10178416,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10105493",GROUP2662
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067592,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10237695",GROUP2663
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10144621,GROUP2664
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10036507,GROUP2665
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000998,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10161041",GROUP2666
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10209420,GROUP2667
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10093748,GROUP2668
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10000929,GROUP2669
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10238854,GROUP2670
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10298546,GROUP2671
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000887,GROUP2672
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067830,GROUP2673
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067854,GROUP2674
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10101568,GROUP2675
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106923,GROUP2676
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10033300,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10200984",GROUP2677
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10173214,GROUP2678
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067491,GROUP2679
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10013296,GROUP2680
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10131417,GROUP2681
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10072187,GROUP2682
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10067576,GROUP2683
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10053281,GROUP2684
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10277656,GROUP2685
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10118911,GROUP2686
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__31,GROUP2687
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-4eju2zgi__1,GROUP2688
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-5b32tx47__1,GROUP2689
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-mth2c7hu__1,GROUP2689
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-64679kk8__1,GROUP2690
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-7rvnpm2v__1,GROUP2691
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-88qisxum__1,GROUP2692
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-rrw3v2kw__1,GROUP2692
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-b46zzmet__1,GROUP2693
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-dss9vbek__1,GROUP2694
https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__021d815ab42768146b121313260e1c3b15714ef7ef597ef121b35f143aafc246bd,GROUP2694
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__tamarack-north-2221,GROUP2694
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__tamarack-north,GROUP2694
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-9g3s5x95__1,GROUP2694
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-szrwip5v__1,GROUP2695
https://minmod.isi.edu/resource/site__api-cdr-land-v1-docs-documents__021990473ff183b072d4b813de1c86278b60f7a05b6b8625ee7878f29ee9fb683a,GROUP2696
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__bohemia-basin-basin-takanis-flapjack-2059,GROUP2697
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__bohemia-basin-basin-takanis-flapjack,GROUP2697
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__clarion-clipperton-russian-led-jv-2299,GROUP2698
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__clarion-clipperton-russian-led-jv,GROUP2698
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__stillwater-east-boulder-2211,GROUP2699
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__stillwater-east-boulder,GROUP2699
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__snipe-bay-2206,GROUP2700
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__snipe-bay,GROUP2700
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__eagle-usa-2097,GROUP2701
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__dunka-road-underground-2094,GROUP2702
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__northmet-dunka-road-2166,GROUP2703
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__northmet-dunka-road,GROUP2703
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mesaba-babbit-2147,GROUP2704
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mesaba-babbit,GROUP2704
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__babbit-minnamax-2042,GROUP2705
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__babbit-minnamax,GROUP2705
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__clarion-clipperton-russia-2298,GROUP2706
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__clarion-clipperton-russia,GROUP2706
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__mouat-2158,GROUP2707
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mouat,GROUP2707
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__clarion-clipperton-kiost-korea-2300,GROUP2708
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__clarion-clipperton-kiost-korea,GROUP2708
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__wetlegs-2239,GROUP2709
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__wetlegs,GROUP2709
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__local-boy-2134,GROUP2710
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__local-boy,GROUP2710
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__clarion-clipperton-nautilus-2297,GROUP2711
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__clarion-clipperton-nautilus,GROUP2711
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__red-flat-mountain,GROUP2712
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__maturi-incl-nokomis,GROUP2713
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__riddle-nickel-mountain,GROUP2714
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__mine-lamotte-fredericktown,GROUP2715
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__clarion-clipperton-deepgreen,GROUP2716
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__eagle-eagle-east-usa,GROUP2717
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-5pqkiq9c__1,GROUP2718
https://minmod.isi.edu/resource/site__w3id-org-usgs-z-4530692-jr5i3iam__1,GROUP2719
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400371,GROUP2720
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10095417,GROUP2721
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231516,GROUP2722
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__munali,GROUP2722
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10400378,GROUP2723
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__nama-a-c-d-2286,GROUP2724
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nama-a-c-d,GROUP2724
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__trident-sentinel-2290,GROUP2725
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__kalumbila-enterprise,GROUP2726
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-laterite__30,GROUP2727
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nkamouna-mada,GROUP2728
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__trstenik,GROUP2729
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__cikatove-cikatovo,GROUP2730
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10086131,GROUP2731
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038928,GROUP2732
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__aguablanca-1891,GROUP2733
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__aguablanca,GROUP2733
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2897,GROUP2734
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2868,GROUP2735
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2900,GROUP2736
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2705,GROUP2737
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2869,GROUP2738
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__nkomati-1853,GROUP2738
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__nkomati,GROUP2738
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2884,GROUP2739
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2891,GROUP2740
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2885,GROUP2741
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2894,GROUP2742
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2886,GROUP2743
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2898,GROUP2744
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2892,GROUP2745
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2706,GROUP2746
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2890,GROUP2747
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038828,GROUP2747
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2870,GROUP2748
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038803,GROUP2748
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2889,GROUP2749
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2899,GROUP2750
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2896,GROUP2751
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2895,GROUP2752
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10231566,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038814",GROUP2753
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000646,GROUP2754
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__volspruit,GROUP2754
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000585,GROUP2755
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10280545,GROUP2756
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000645,GROUP2757
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038825,GROUP2758
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000583,GROUP2759
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038990,GROUP2760
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305051,GROUP2761
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038809,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10079223",GROUP2762
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__rustenburg-group,GROUP2762
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039232,GROUP2763
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10305195,GROUP2764
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038808,GROUP2765
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000586,GROUP2766
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000644,GROUP2767
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000590,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000641",GROUP2768
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10106677,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10021395",GROUP2769
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000587,GROUP2770
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183303,GROUP2771
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038992,GROUP2772
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10304621,GROUP2773
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10159092,GROUP2774
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10097132,GROUP2775
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000588,GROUP2776
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__jacomyns-pan,GROUP2776
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10098425,GROUP2777
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10089065,GROUP2778
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183256,GROUP2779
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038836,GROUP2780
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000584,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000643",GROUP2781
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10039213,GROUP2782
"https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10089690,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10256366",GROUP2783
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-2018-4590__impala-1825,GROUP2783
https://minmod.isi.edu/resource/site__doi-org-10-5382-econgeo-4950__impala,GROUP2783
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000642,GROUP2784
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000508,GROUP2785
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000960,GROUP2786
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000591,GROUP2787
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038991,GROUP2788
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__60000509,GROUP2789
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10158793,GROUP2790
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10183042,GROUP2791
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10038819,GROUP2792
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-mrds__10232006,GROUP2793
